Field	Time	EricAutoLabel:C7:X	EricAutoLabel:C7:Y	EricAutoLabel:C7:Z	EricAutoLabel:CLAV:X	EricAutoLabel:CLAV:Y	EricAutoLabel:CLAV:Z	EricAutoLabel:LANK:X	EricAutoLabel:LANK:Y	EricAutoLabel:LANK:Z	EricAutoLabel:LBHD:X	EricAutoLabel:LBHD:Y	EricAutoLabel:LBHD:Z	EricAutoLabel:LBWT:X	EricAutoLabel:LBWT:Y	EricAutoLabel:LBWT:Z	EricAutoLabel:LELB:X	EricAutoLabel:LELB:Y	EricAutoLabel:LELB:Z	EricAutoLabel:LFHD:X	EricAutoLabel:LFHD:Y	EricAutoLabel:LFHD:Z	EricAutoLabel:LFIN:X	EricAutoLabel:LFIN:Y	EricAutoLabel:LFIN:Z	EricAutoLabel:LFRM:X	EricAutoLabel:LFRM:Y	EricAutoLabel:LFRM:Z	EricAutoLabel:LFWT:X	EricAutoLabel:LFWT:Y	EricAutoLabel:LFWT:Z	EricAutoLabel:LHEE:X	EricAutoLabel:LHEE:Y	EricAutoLabel:LHEE:Z	EricAutoLabel:LKNE:X	EricAutoLabel:LKNE:Y	EricAutoLabel:LKNE:Z	EricAutoLabel:LMT5:X	EricAutoLabel:LMT5:Y	EricAutoLabel:LMT5:Z	EricAutoLabel:LSHN:X	EricAutoLabel:LSHN:Y	EricAutoLabel:LSHN:Z	EricAutoLabel:LSHO:X	EricAutoLabel:LSHO:Y	EricAutoLabel:LSHO:Z	EricAutoLabel:LTHI:X	EricAutoLabel:LTHI:Y	EricAutoLabel:LTHI:Z	EricAutoLabel:LTOE:X	EricAutoLabel:LTOE:Y	EricAutoLabel:LTOE:Z	EricAutoLabel:LUPA:X	EricAutoLabel:LUPA:Y	EricAutoLabel:LUPA:Z	EricAutoLabel:LWRA:X	EricAutoLabel:LWRA:Y	EricAutoLabel:LWRA:Z	EricAutoLabel:LWRB:X	EricAutoLabel:LWRB:Y	EricAutoLabel:LWRB:Z	EricAutoLabel:RANK:X	EricAutoLabel:RANK:Y	EricAutoLabel:RANK:Z	EricAutoLabel:RBAC:X	EricAutoLabel:RBAC:Y	EricAutoLabel:RBAC:Z	EricAutoLabel:RBHD:X	EricAutoLabel:RBHD:Y	EricAutoLabel:RBHD:Z	EricAutoLabel:RBWT:X	EricAutoLabel:RBWT:Y	EricAutoLabel:RBWT:Z	EricAutoLabel:RELB:X	EricAutoLabel:RELB:Y	EricAutoLabel:RELB:Z	EricAutoLabel:RFHD:X	EricAutoLabel:RFHD:Y	EricAutoLabel:RFHD:Z	EricAutoLabel:RFIN:X	EricAutoLabel:RFIN:Y	EricAutoLabel:RFIN:Z	EricAutoLabel:RFRM:X	EricAutoLabel:RFRM:Y	EricAutoLabel:RFRM:Z	EricAutoLabel:RFWT:X	EricAutoLabel:RFWT:Y	EricAutoLabel:RFWT:Z	EricAutoLabel:RHEE:X	EricAutoLabel:RHEE:Y	EricAutoLabel:RHEE:Z	EricAutoLabel:RKNE:X	EricAutoLabel:RKNE:Y	EricAutoLabel:RKNE:Z	EricAutoLabel:RMT5:X	EricAutoLabel:RMT5:Y	EricAutoLabel:RMT5:Z	EricAutoLabel:RSHN:X	EricAutoLabel:RSHN:Y	EricAutoLabel:RSHN:Z	EricAutoLabel:RSHO:X	EricAutoLabel:RSHO:Y	EricAutoLabel:RSHO:Z	EricAutoLabel:RTHI:X	EricAutoLabel:RTHI:Y	EricAutoLabel:RTHI:Z	EricAutoLabel:RTOE:X	EricAutoLabel:RTOE:Y	EricAutoLabel:RTOE:Z	EricAutoLabel:RUPA:X	EricAutoLabel:RUPA:Y	EricAutoLabel:RUPA:Z	EricAutoLabel:RWRA:X	EricAutoLabel:RWRA:Y	EricAutoLabel:RWRA:Z	EricAutoLabel:RWRB:X	EricAutoLabel:RWRB:Y	EricAutoLabel:RWRB:Z	EricAutoLabel:STRN:X	EricAutoLabel:STRN:Y	EricAutoLabel:STRN:Z	EricAutoLabel:T10:X	EricAutoLabel:T10:Y	EricAutoLabel:T10:Z
82	0.6750	-1268.4	-837.56	1366.2	-1109.9	-766.53	1257.6	-1862.5	-1099.5	297.12	-1213.5	-737.67	1482.6	-1464.7	-850.8	958.67	-1369.6	-546.46	1029.1	-1091.6	-680.05	1522.3	-1083	-626.16	971.91	-1275.8	-594.75	963.84	-1342.1	-749.89	814.05	-1901.9	-1177.5	350	-1613.8	-919.63	476.02	-1935.6	-1149.8	161.08	-1721.5	-966.31	413.99	-1250.9	-657.9	1355.8	-1457.9	-796.4	624.71	-1876.9	-1175	112.28	-1339.1	-575.83	1220.8	-1147.5	-656.88	1036	-1182.9	-594.25	929.3	-1218.9	-871.68	90.894	-1293	-940.68	1293.6	-1169.1	-877.11	1481.3	-1378.9	-1015.4	950.01	-1241.7	-1195.9	1185.9	-1015.2	-788.68	1528.9	-1153.8	-1211.5	875.92	-1199.3	-1217.6	1009.9	-1186.9	-962.49	838.92	-1306.2	-827.21	37.681	-1164.2	-931.51	441.74	-1107.4	-832.38	30.722	-1202	-918.7	236.87	-1130.5	-949.42	1344.1	-1140.9	-959.86	586.69	-1044	-761.27	60.256	-1123.6	-1031.7	1320.5	-1132.2	-1157.9	969.19	-1238	-1227	930.58	-1120	-770.86	1067.6	-1369.6	-892.73	1212
83	0.6833	-1251.4	-828.74	1363.5	-1094.2	-756.09	1255.6	-1841.5	-1082.8	305.69	-1196.6	-730.54	1480.9	-1448.2	-838.07	954.51	-1363.7	-538.32	1030.8	-1074.3	-672.07	1520.7	-1082.3	-614.53	944.83	-1275.5	-584.82	956.8	-1323.4	-737.33	811	-1880.3	-1158.6	362.73	-1586.4	-900.36	469.74	-1920.2	-1137.5	174.74	-1696.1	-947.72	413.31	-1234.3	-647.88	1353.7	-1435.7	-780.7	619.71	-1862.9	-1164.9	125.1	-1326.8	-567	1221.6	-1139.9	-645.34	1016	-1186.3	-582.36	913.52	-1217.3	-870.74	91.318	-1276.6	-931.85	1288.7	-1151.6	-869.39	1479.2	-1363.1	-1002.9	947.04	-1221.6	-1183.1	1165.3	-997.88	-780.53	1527.1	-1126.4	-1191.4	857.25	-1175.4	-1200.6	991.26	-1166.3	-952.9	839.34	-1306.3	-828.99	37.766	-1148	-919.37	440.97	-1106.8	-832.98	29.619	-1194.5	-913.43	238.31	-1114.7	-941.86	1337.9	-1125.3	-946.28	584.23	-1044.5	-760.25	57.116	-1106.7	-1024.9	1308.9	-1106.6	-1139.4	952.9	-1211.9	-1208.4	910.29	-1104.6	-757.96	1065.5	-1353.4	-882.29	1208.9
84	0.6917	-1234.4	-820.08	1360.3	-1078.7	-745.48	1253.2	-1820.7	-1063.6	314.18	-1179.6	-723.16	1478.7	-1432.2	-825.17	949.59	-1357.5	-530.09	1032.2	-1057.5	-664.35	1519.4	-1083.9	-603.41	916.4	-1276.2	-574.81	949.42	-1305.1	-724.77	808.03	-1856.7	-1137.4	375.12	-1558.3	-880.76	462.7	-1903.4	-1123.3	188.92	-1669.4	-927.95	412.03	-1218.6	-637.87	1351.6	-1413.5	-764.58	614.53	-1847.7	-1153.8	137.91	-1314.5	-558.09	1221.8	-1134	-633.71	995.08	-1191.4	-570.31	897.82	-1213.7	-869.56	91.912	-1260.4	-923.11	1283.5	-1133.2	-861.75	1476.5	-1347.7	-990.41	943.9	-1200.9	-1170.2	1144.2	-980.82	-772.3	1524.7	-1099.4	-1170.7	837.99	-1150.7	-1183.4	971.23	-1156.3	-937.79	832.89	-1305.1	-830.35	39.294	-1130.7	-907.41	440.97	-1105.2	-832.81	28.346	-1184.6	-908.68	240.6	-1099	-933.97	1331.2	-1109	-931.85	583.3	-1042.4	-758.21	51.769	-1089.9	-1017.5	1296.5	-1081.1	-1122.3	934.82	-1185.5	-1189.2	889.33	-1089.6	-745.39	1063.1	-1337.6	-871.93	1205.3
85	0.7000	-1217.8	-812.02	1356.5	-1063.3	-735.3	1250.4	-1797.6	-1043.1	322.16	-1162.3	-715.78	1476.3	-1416.9	-812.53	944.33	-1350.4	-522.28	1032.5	-1041.2	-656.79	1517.8	-1088.2	-591.27	887.55	-1277.1	-564.63	941.44	-1287	-712.64	804.38	-1830.3	-1115.1	386.83	-1529.2	-859.54	455.23	-1885.3	-1107.6	202.83	-1641.3	-907.41	409.83	-1203.6	-628.53	1349.9	-1391.2	-748.28	609.44	-1830.9	-1140.9	150.13	-1302.1	-549.43	1221.2	-1129.3	-622.08	973.35	-1198.1	-558.35	882.97	-1209.3	-867.52	92.761	-1244.1	-914.54	1278	-1115.2	-854.2	1473	-1332.9	-978.44	940.59	-1179.2	-1156.7	1122.5	-963.68	-764.41	1521.4	-1072.6	-1149.7	817.7	-1125.5	-1166	949.67	-1139.9	-925.57	832.55	-1303.4	-830.35	41.585	-1114.4	-896.54	440.46	-1103.4	-832.55	27.582	-1172.1	-902.91	241.62	-1083.1	-926.16	1323.6	-1092.3	-918.61	583.13	-1039.3	-755.49	45.319	-1073	-1009.8	1283.5	-1055.5	-1105.2	916.23	-1159.2	-1169.2	867.94	-1074.7	-732.58	1060.5	-1322.2	-862.09	1201.6
86	0.7083	-1201.5	-804.04	1352.5	-1047.9	-725.11	1247.2	-1771.4	-1022.3	329.46	-1145	-708.65	1473.5	-1401.3	-799.96	938.21	-1342.5	-514.81	1032.6	-1025	-649.66	1515.5	-1095.7	-577.61	858.61	-1278	-554.53	934.23	-1269.4	-700.92	800.98	-1802.1	-1091.6	397.78	-1498.9	-837.22	448.02	-1864.5	-1090.6	215.9	-1612	-885.43	406.86	-1189	-619.28	1348	-1369	-731.31	603.84	-1811.3	-1125.8	162.27	-1289.6	-541.03	1220.4	-1126.5	-610.03	950.61	-1205.1	-547.06	869.22	-1205.6	-864.97	93.609	-1228	-905.97	1272.3	-1097.9	-846.56	1468.8	-1318.1	-965.88	937.11	-1156.6	-1142.5	1100.1	-946.45	-756.6	1518.4	-1045.8	-1128.3	796.99	-1100.1	-1148	927.78	-1120.5	-915.05	834.76	-1302	-829.67	43.792	-1099.6	-886.36	438.26	-1101.9	-832.38	27.158	-1160.3	-896.04	241.11	-1066.9	-918.1	1315.5	-1075.9	-907.32	582.7	-1036.8	-752.86	39.718	-1056.5	-1001.7	1270.3	-1029.3	-1086.4	897.73	-1132.4	-1148.5	846.47	-1059.5	-719.34	1057.4	-1306.9	-851.9	1197.6
87	0.7167	-1185.1	-795.55	1348.6	-1032.8	-714.16	1243.7	-1743.4	-1000.5	335.99	-1127.9	-701.09	1470.4	-1386	-786.98	931.68	-1334	-506.83	1032.6	-1007.9	-642.28	1512.9	-1106.5	-563.44	830.77	-1278.9	-544.09	927.44	-1251.9	-689.21	798.52	-1772.2	-1067.4	407.62	-1467.3	-814.65	440.55	-1839.5	-1070.9	226.43	-1582	-862.34	403.55	-1174.3	-609.78	1345.2	-1346.6	-714.16	598.06	-1789.2	-1108.4	173.72	-1276.3	-532.63	1219.2	-1125.9	-597.64	927.18	-1212.9	-535.01	856.06	-1203	-862.34	94.034	-1211.7	-896.63	1265.9	-1080.5	-838.92	1464.1	-1303.6	-952.9	933.46	-1133.2	-1127.6	1077.3	-929.47	-749.72	1515.2	-1018.1	-1105.7	776.54	-1073.9	-1128.5	906.9	-1101.3	-904.52	836.12	-1301.2	-829.24	44.98	-1085.4	-876.52	434.35	-1101	-832.3	27.327	-1151.7	-889.92	239.67	-1050.7	-909.87	1306.9	-1060.6	-897.73	581.09	-1035.6	-751.17	35.899	-1040.1	-992.87	1256.2	-1002.5	-1066.8	878.98	-1104.8	-1127.2	824.83	-1044.3	-706.19	1053.5	-1291.7	-841.38	1193.1
88	0.7250	-1169.1	-787.23	1344.8	-1017.7	-703.47	1239.8	-1713.1	-978.02	342.61	-1111.2	-693.54	1467.7	-1370.9	-774.33	925.57	-1324.8	-498.68	1032	-990.66	-634.73	1510.2	-1121.2	-548.59	805.74	-1280	-532.97	921.75	-1233.4	-677.33	794.53	-1741	-1043.1	416.7	-1434.5	-791.22	433.25	-1811	-1048.6	234.57	-1550.9	-838.24	399.56	-1159.2	-599.93	1341.8	-1323.9	-696.6	592.8	-1763.8	-1088.3	184.16	-1262.7	-523.89	1217.5	-1127.9	-584.74	903.59	-1222.3	-521.94	842.99	-1201.5	-861.24	94.288	-1195.7	-887.12	1259.7	-1063	-831.11	1459.7	-1288.9	-940	929.81	-1108.6	-1112.7	1054.8	-912.41	-742.59	1511.8	-990.07	-1082.1	756.34	-1046.8	-1108.1	886.36	-1083.4	-893.23	835.35	-1300.9	-829.16	45.319	-1072.8	-867.69	429.43	-1100.7	-832.47	27.837	-1145.6	-885	237.72	-1034.5	-901.72	1297.7	-1046.5	-888.06	577.95	-1035.4	-750.23	33.777	-1023.4	-983.45	1242.1	-975.3	-1045.7	860.22	-1076.4	-1105.6	803.36	-1028.9	-693.88	1049.6	-1276.4	-831.11	1188.8
89	0.7333	-1153.2	-779.17	1341.1	-1002.7	-693.29	1236.2	-1681.8	-956.55	348.13	-1094.4	-686.33	1465.5	-1355.4	-762.45	919.71	-1315.4	-489.77	1031.1	-973.44	-627.26	1507.3	-1138.6	-533.39	783.92	-1281.2	-521.51	917	-1214.7	-665.7	789.19	-1709	-1019.3	424.76	-1401.3	-767.38	426.63	-1781.7	-1025.9	242.47	-1519	-813.29	395.48	-1144.2	-590.51	1339	-1301.3	-678.6	588.47	-1735.7	-1065.5	193.33	-1248.9	-514.81	1215.3	-1132.1	-571.92	880.93	-1233.1	-508.78	832.21	-1200.6	-860.39	94.203	-1180.3	-878.81	1254.3	-1046	-823.56	1456.2	-1274	-927.44	926.67	-1083.1	-1097.2	1033	-895.53	-734.79	1507.7	-961.81	-1057.1	737.08	-1018.5	-1086.6	865.99	-1067.6	-881.86	833.4	-1301.2	-828.99	45.319	-1063.1	-860.22	424.42	-1100.7	-832.55	27.837	-1140.8	-880.59	235	-1018.2	-893.15	1288.7	-1033.7	-878.81	573.2	-1035.3	-749.47	32.42	-1006.7	-973.44	1228	-947.55	-1022	841.89	-1046.5	-1083	782.74	-1013.7	-681.49	1046	-1261.5	-820.59	1184.8
90	0.7417	-1137.1	-771.03	1337.8	-987.44	-682.85	1232.9	-1650	-934.99	352.12	-1077.8	-679.03	1463.3	-1340	-750.66	914.37	-1305.3	-480.01	1030.9	-956.55	-619.79	1504.1	-1157.7	-517.35	766.27	-1282.6	-509.72	913.43	-1198.3	-653.99	785.03	-1676.3	-995.93	431.47	-1367.9	-743.27	420.61	-1750.4	-1000.5	249.43	-1486.6	-788.42	392.09	-1129.4	-581.68	1336.7	-1278.3	-660.19	584.74	-1704.7	-1039.7	200.12	-1234.6	-505.81	1213.3	-1138.6	-559.62	860.39	-1245.1	-495.88	825.17	-1200.4	-859.03	93.27	-1165.2	-870.41	1249.8	-1029.4	-816.17	1453	-1258.8	-915.56	923.79	-1056.4	-1080	1012.1	-878.47	-726.64	1503.4	-931.68	-1029.6	720.02	-988.88	-1062.5	847.15	-1051.8	-870.91	830.43	-1301.6	-828.23	45.15	-1055.9	-853.69	419.59	-1100.9	-832.47	27.667	-1136.6	-876.43	231.43	-1002.1	-884.58	1280.7	-1022.6	-870.83	567	-1035.4	-749.04	31.91	-989.73	-962.4	1214.2	-919.2	-995.16	825.43	-1015.4	-1059.2	764.15	-998.47	-669.35	1042.3	-1246.5	-809.64	1181.1
91	0.7500	-1121	-762.54	1334.5	-971.48	-672.07	1230	-1617	-910.63	356.95	-1061.7	-671.56	1461.2	-1324.4	-739.03	909.78	-1294.2	-469.4	1031.3	-940.08	-611.9	1501.7	-1177.3	-501.06	753.8	-1284.1	-497.92	911.91	-1183.1	-642.03	781.04	-1643.3	-973.18	436.82	-1334.4	-719.34	415.94	-1716.6	-972.5	254.86	-1453.1	-764.24	389.29	-1114.2	-572.43	1334	-1255.1	-641.18	581.85	-1671.2	-1011.3	204.62	-1219.7	-496.48	1211.6	-1147.5	-548.16	843.33	-1255.8	-481.63	821.18	-1200	-857.42	91.742	-1149.9	-861.32	1245.5	-1012.4	-808.79	1450.2	-1243.1	-903.67	921.41	-1028.3	-1061	993.63	-861.32	-718.07	1500	-900.19	-999.83	706.27	-957.99	-1036.3	830.86	-1035.9	-859.88	825.93	-1302.1	-827.29	45.235	-1049.1	-847.92	413.99	-1101	-832.47	27.412	-1132.8	-872.61	228.29	-986	-875.16	1273.4	-1012.2	-863.7	560.13	-1035.6	-748.87	31.571	-971.48	-950.44	1202.2	-890.69	-965.2	812.53	-983.11	-1033.3	748.54	-982.69	-657.47	1039.3	-1231	-798.86	1177.7
92	0.7583	-1105.1	-753.71	1331.3	-955.27	-661.12	1227.7	-1582.2	-885.94	362.05	-1045.8	-663.92	1459.6	-1308.2	-727.66	906.47	-1283.1	-457.69	1033.5	-923.79	-603.67	1499.8	-1194.8	-485.87	746.84	-1285.2	-485.02	913.43	-1168.9	-629.8	775.95	-1609.6	-950.86	440.38	-1300.1	-694.98	412.46	-1680.9	-944.24	257.83	-1418.5	-740.39	387.51	-1098.9	-563.35	1331.5	-1232.2	-622.34	580.16	-1636.1	-982.6	206.74	-1205.4	-486.97	1210.5	-1157.8	-537.38	830.35	-1264.5	-465.76	821.1	-1199.6	-855.98	91.148	-1134.2	-851.9	1241.8	-995.16	-801.07	1447.9	-1227.5	-891.88	919.37	-999.49	-1040.7	978.36	-844.78	-709.67	1497.2	-867.52	-966.65	697.02	-926.42	-1007.8	817.79	-1020.1	-849.44	820.67	-1302.6	-827.63	45.829	-1041.3	-842.74	408.64	-1101.2	-832.72	27.243	-1129.3	-869.3	225.66	-969.45	-865.31	1267.6	-1002.6	-857.08	553.51	-1035.6	-748.87	31.316	-953.32	-938.05	1192.8	-862.43	-932.78	803.36	-950.52	-1006.6	735.13	-966.14	-645.84	1037.3	-1215.4	-788.59	1174.9
93	0.7667	-1088.8	-744.55	1329	-938.64	-650.34	1226.3	-1546.6	-862.26	365.36	-1030.3	-655.94	1458.1	-1292	-716.12	904.18	-1273.5	-445.22	1038.3	-908.43	-595.18	1498.4	-1208.4	-471.7	745.06	-1285.8	-470.51	918.36	-1152.1	-617.75	775.52	-1575.8	-928.62	441.99	-1265.4	-670.54	409.83	-1643.9	-915.72	258.68	-1383.1	-716.29	387.17	-1083.1	-554.44	1330	-1209	-604.6	579.82	-1599.6	-953.83	207.42	-1191.4	-477.64	1211	-1168.7	-527.2	819.74	-1270.8	-449.04	825.6	-1198.8	-855.55	91.233	-1118	-842.48	1238.8	-978.53	-792.41	1445.9	-1212	-880.67	917.85	-971.74	-1019.6	966.22	-828.99	-701.09	1495	-834.25	-928.79	692.52	-894.59	-977.42	809.64	-1005.2	-839.34	814.9	-1302.7	-828.06	46.847	-1033.7	-838.07	404.31	-1101.2	-832.81	27.073	-1125.1	-866.84	223.97	-952.56	-855.47	1263.7	-993.12	-851.06	547.74	-1035.6	-748.79	31.147	-934.99	-925.06	1186.3	-834.59	-898.24	799.03	-915.13	-972.42	727.06	-949.16	-634.73	1035.6	-1199.5	-778.32	1172.5
94	0.7750	-1072.6	-735.04	1327.3	-922.09	-639.9	1225.3	-1511.2	-838.07	367.31	-1014.7	-647.03	1456.8	-1275.5	-704.32	902.32	-1265.9	-431.81	1045.5	-893.49	-586.52	1497.2	-1219.5	-458.12	747.6	-1285.3	-455.57	926.67	-1134.7	-605.79	775.78	-1541.6	-906.56	442.25	-1231	-646.78	408.89	-1605.8	-887.12	256.81	-1347.4	-692.35	387.85	-1066.9	-544.94	1328.8	-1185.4	-586.78	580.58	-1562.1	-924.98	206.65	-1177.6	-468.47	1213.5	-1177.4	-516.51	822.03	-1274.9	-431.89	833.32	-1197.9	-855.64	91.318	-1101.8	-832.55	1236.5	-962.57	-782.99	1443.9	-1197.4	-869.05	917	-944.83	-998.3	957.65	-813.12	-691.93	1493.4	-800.9	-887.97	693.2	-863.11	-945.34	805.99	-991.34	-830.43	810.23	-1302.7	-827.04	48.29	-1026.7	-834	400.58	-1101	-832.81	27.243	-1121.2	-864.55	222.27	-935.67	-845.03	1261.3	-984.55	-846.22	543.92	-1035.6	-748.7	31.062	-916.83	-912.16	1182.4	-807.18	-862.26	800.64	-881.35	-942.63	722.4	-931.93	-624.2	1034.1	-1183.1	-767.72	1170.6
95	0.7833	-1055.9	-724.86	1326.5	-905.54	-629.3	1224.7	-1475.3	-813.71	367.99	-999.32	-637.36	1455.5	-1259.4	-692.1	901.3	-1259.4	-417.72	1055.7	-878.38	-576.85	1496.6	-1227.5	-445.05	753.8	-1284.1	-439.87	937.54	-1117	-594.33	776.8	-1507.2	-885.17	440.8	-1197.3	-623.19	409.83	-1567.6	-859.8	253.92	-1311.6	-668.33	389.37	-1050.2	-534.92	1328.3	-1161.6	-568.53	582.96	-1524.1	-896.54	203.43	-1164	-459.05	1218.2	-1184.8	-504.12	827.46	-1277.4	-415.26	843.84	-1197.4	-855.47	91.403	-1084.7	-822.37	1235.1	-947.21	-773.49	1442.7	-1183.4	-857.08	916.74	-918.61	-977	951.88	-797.59	-682	1493	-767.38	-845.37	700.08	-832.3	-913.09	806.33	-978.36	-822.03	807.77	-1302.7	-826.19	49.393	-1020.3	-830.6	397.44	-1101	-833.15	27.243	-1117.9	-862.43	220.74	-918.78	-833.66	1260.7	-976.74	-841.97	541.12	-1035.6	-748.79	30.892	-898.41	-899.68	1180.5	-780.7	-827.21	808.28	-844.78	-906.05	723.92	-914.45	-613.68	1033.2	-1166.5	-756.94	1169.6
96	0.7917	-1039.2	-714.08	1326.5	-888.65	-618.35	1224.6	-1439.6	-790.54	367.14	-983.7	-626.92	1455	-1243.6	-679.2	901.72	-1253.2	-403.89	1068.2	-862.85	-566.41	1497.2	-1232.5	-431.38	763.73	-1282.6	-424.17	950.95	-1099.5	-583.38	778.41	-1473.1	-864.29	437.49	-1163.7	-599.76	411.95	-1529.5	-833.66	252.65	-1276.4	-644.83	391.58	-1033.1	-524.06	1328.4	-1137.3	-550.54	586.95	-1484.8	-867.69	198.59	-1150.7	-449.12	1224.8	-1188.7	-489.77	836.54	-1278.9	-399.13	856.57	-1197.1	-855.04	91.742	-1067.2	-811.93	1234.7	-932.1	-763.13	1442.5	-1169.1	-845.2	916.74	-892.73	-956.04	948.14	-782.57	-671.98	1493.9	-735.55	-801.49	712.47	-802.51	-881.18	811.17	-965.2	-813.97	806.16	-1303	-826.36	50.072	-1015.2	-827.8	394.98	-1101.2	-833.49	26.903	-1115.2	-861.15	219.89	-901.81	-821.95	1261.8	-969.11	-837.9	538.66	-1035.9	-749.04	30.977	-879.74	-886.87	1180.3	-754.9	-793.01	821.1	-811.08	-868.28	729.02	-897.05	-602.9	1033	-1149	-746.41	1169.1
97	0.8000	-1022.6	-702.71	1327.1	-871.25	-606.38	1225.2	-1403.7	-768.05	364.42	-968.17	-615.55	1455.2	-1226.7	-666.21	902.91	-1246.7	-389.88	1082.9	-847.24	-555.72	1498.7	-1234.9	-417.21	777.31	-1280.3	-409.57	966.31	-1081	-573.03	780.36	-1439.7	-843.93	432.57	-1130.7	-576.25	415.85	-1490.5	-807.43	249.34	-1241.7	-621.83	393.96	-1016	-512.77	1329.2	-1112.3	-532.63	592.29	-1443.6	-838.07	193.16	-1137.5	-438.77	1233	-1189.3	-474.33	848.85	-1279.4	-383.94	871.34	-1196.6	-855.04	92.421	-1049.6	-800.9	1234.8	-917.17	-751.84	1442.8	-1154.4	-833.32	917.17	-867.1	-935.24	946.7	-767.88	-661.63	1496	-706.78	-756.77	729.1	-774.08	-848.51	819.99	-951.88	-806.58	804.8	-1303	-827.04	51.345	-1011.4	-825.68	393.11	-1101.3	-833.74	26.394	-1113.4	-860.39	219.72	-884.58	-810.57	1264.7	-961.98	-833.66	536.2	-1036.2	-749.3	31.147	-860.99	-873.8	1182.1	-730.29	-758.89	837.65	-779.26	-829.24	737.67	-880.17	-592.21	1033.4	-1131.4	-735.64	1169.2
98	0.8083	-1005.9	-690.91	1328.5	-853.86	-593.4	1226.8	-1368.4	-745.99	360.43	-952.81	-603.41	1456.2	-1209.2	-653.82	904.52	-1239.8	-375.8	1099	-832.21	-544.26	1501.4	-1235.3	-402.53	793.18	-1276.6	-395.57	983.19	-1061.9	-562.33	782.57	-1406.5	-823.9	425.27	-1097.8	-553.59	421.54	-1450.2	-780.11	242.13	-1207.6	-599.59	396.42	-998.98	-501.31	1331.1	-1086.6	-515.49	598.91	-1401.3	-809.56	186.12	-1123.7	-427.73	1242.7	-1187.3	-458.71	863.62	-1279	-369.94	888.23	-1196.3	-855.47	93.524	-1032	-789.27	1236	-902.06	-740.3	1444.4	-1139.4	-820.84	918.19	-841.47	-914.11	947.38	-752.86	-650.6	1498.9	-680.13	-712.72	749.81	-747.43	-815.5	831.11	-938.13	-799.03	803.61	-1303	-827.72	53.467	-1008.3	-823.73	392.17	-1101.3	-834	26.139	-1111.8	-859.46	219.72	-866.16	-798.69	1268.9	-955.87	-829.5	533.99	-1036.5	-749.47	31.316	-841.89	-860.31	1185.4	-707.29	-725.71	857.59	-748.96	-790.12	750.32	-862.94	-581.26	1035	-1113.7	-724.86	1170.2
99	0.8167	-988.63	-678.94	1330.9	-837.05	-581.09	1229.6	-1333.4	-723.16	355.68	-937.28	-590.51	1458.2	-1191.1	-641.01	906.9	-1231.9	-361.71	1116.3	-817.02	-531.61	1504.7	-1233.6	-387.42	810.57	-1271.6	-382.16	1001.6	-1041.9	-551.05	785.45	-1374.9	-804.21	415.77	-1065.9	-531.61	428.92	-1409.7	-753.03	232.11	-1174.1	-578.04	399.3	-981.84	-489.43	1334.2	-1060.4	-498.09	607.06	-1358.2	-781.55	176.86	-1109	-416.36	1253.8	-1183.3	-443.01	880.17	-1276.9	-357.04	906.39	-1196	-855.98	94.967	-1013.7	-777.81	1238.1	-886.95	-727.57	1446.7	-1123.6	-808.37	920.56	-815.75	-893.15	950.35	-738.1	-638.72	1502.8	-656.2	-670.97	774.84	-722.31	-782.65	844.78	-923.36	-790.71	802.85	-1302.2	-828.57	55.758	-1005.9	-821.44	392.09	-1101.3	-834.25	25.885	-1110.3	-858.18	220.49	-847.75	-786.22	1274.1	-950.1	-824.83	532.97	-1036.7	-749.72	31.316	-822.37	-846.3	1190.2	-685.39	-694.73	880.67	-720.78	-752.1	767.04	-845.03	-570.4	1037.2	-1095.9	-713.48	1172.3
100	0.8250	-971.48	-666.38	1334	-820.42	-568.53	1233.3	-1298.7	-700.92	349.32	-921.67	-576.76	1461.2	-1172.9	-627.77	910.29	-1222.9	-348.38	1134.6	-801.92	-518.29	1509	-1229.7	-372.32	829.24	-1265.2	-369.01	1020.5	-1021.3	-539.59	789.19	-1343.5	-784.6	404.31	-1035.5	-510.74	437.24	-1367.9	-726.64	220.23	-1141.3	-557.33	402.61	-964.95	-477.21	1338	-1034.9	-480.01	617.41	-1313.4	-752.52	166.6	-1093.7	-404.82	1265.7	-1177	-427.73	897.99	-1272.6	-344.48	925.31	-1195.4	-856.4	96.58	-995.25	-766.27	1241.4	-872.19	-713.74	1449.8	-1106.8	-796.15	923.45	-789.61	-873.12	955.19	-723.58	-625.9	1507.9	-634.56	-631.59	803.44	-697.61	-750.74	861.83	-907.83	-782.23	802.43	-1301.5	-829.58	58.05	-1004.1	-818.98	393.02	-1101.4	-834	25.63	-1109.1	-857.25	222.18	-829.5	-773.06	1280.7	-944.5	-820.08	533.06	-1037	-749.89	31.401	-802.51	-831.88	1196.2	-664.94	-666.04	905.97	-693.96	-715.18	786.81	-826.78	-559.02	1040.5	-1077.6	-701.86	1175.1
